NDB_No;Shrt_Desc;Water_(g);Energ_Kcal;Protein_(g);Lipid_Tot_(g);Carbohydrt_(g);Fiber_TD_(g);Sugar_Tot_(g);Iron_(mg);Cholestrl_(mg)
13370;"BEEF,BRISKET,FLAT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD";5955;205;3326;699;0;0;0;282;100
23595;"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD";6061;196;3315;6;0;0;0;281;97
23596;"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW";7376;127;2157;384;0;0;0;192;65
23615;"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,CKD,BRSD";5982;203;3313;679;0;0;0;288;97
23613;"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW";7327;129;2169;406;0;0;0;204;65
23634;"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,CKD,BRSD";6139;189;3318;521;0;0;0;281;98
23632;"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW";7426;124;2145;361;0;0;0;183;66
13371;"BEEF,BRISKET,POINT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD";4605;358;2353;285;0;0;0;234;92
13808;"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD";483;349;244;2717;0;0;0;243;92
13807;"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW";5996;265;1765;2098;0;0;0;169;71
13372;"BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD";557;244;2805;138;0;0;0;279;91
13367;"BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD";5154;291;2679;1952;0;0;0;253;93
13804;"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD";4958;331;2585;245;0;0;0;246;93
13803;"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,RAW";6108;251;1842;1906;0;0;0;17;68
13368;"BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD";5771;218;2975;1008;0;0;0;281;93
13023;BEEF,BRISKET,WHL,LN,ALL GRDS,RAW;7029;155;2072;737;0;0;0;192;62
13954;"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,ALL GRDS,RAW";7008;165;2064;855;0;0;0;149;66
13955;"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD";6182;221;2566;1236;0;0;0;17;85
13956;"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,CHOIC,RAW";6937;174;2064;951;0;0;0;147;68
13957;"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,CKD,RSTD";6345;201;2644;978;0;0;0;162;81
13958;"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,RAW";7073;157;2064;768;0;0;0;151;65
23646;"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,ALL GRDS,RAW";7241;142;2126;563;0;0;0;154;61
23647;"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,CKD,RSTD";6379;193;2634;973;0;0;0;177;80
23648;"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,RAW";7133;154;2117;706;0;0;0;154;64
23649;"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,CKD,RSTD";6555;179;2717;695;0;0;0;168;76
23650;"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,SEL,RAW";7348;129;2134;421;0;0;0;155;59
13001;BEEF,CARCASS,LN&FAT,CHOIC,RAW;5726;291;1732;2405;0;0;;183;74
13002;BEEF,CARCASS,LN&FAT,SEL,RAW;5821;278;1748;2255;0;0;;185;74
23115;"BEEF,CHCK EYE RST,BNLS,A BF RST,LN & FAT,0"",SEL,C,RSTD";6129;229;2486;1441;0;0;0;216;81
23058;"BEEF,CHCK,CLOD,SHLDR TOP&CNTR STKS,LN & FT,0"",ALL GRDS,GRLD";6488;182;263;766;0;0;0;279;76
23519;"BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD";6557;161;2573;572;0;0;0;302;65
13294;"BEEF,CHCK,UND BL POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW";7082;145;2119;651;39;0;0;227;65
13380;"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",CHC,CKD,BRSD";5193;306;2639;2148;0;0;0;268;100
13381;"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",SEL,CKD,BRSD";5339;288;2717;1902;0;0;0;267;98
23135;"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD";5136;303;2716;2156;0;0;0;251;96
23137;"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR,RAW";6633;205;1897;1432;0;0;0;21;70
23138;"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW";6578;210;1887;1499;0;0;0;216;70
23136;"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL, CKD";5274;285;2847;1903;0;0;0;246;95
23139;"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL,RAW";6717;196;191;1333;0;0;0;197;71
23074;"BEEF,CHK EYE COUNTRY-STYLE RIBS,BNLS,LN,0"" FAT,ALL GRDS, RAW";7119;146;2096;695;0;0;0;224;70
23134;"BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR, CKD";5191;296;2769;2055;0;0;0;249;96
13821;"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,ALL GRD, CKD";6479;183;2665;846;0;0;0;247;83
13972;"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,ALL GRD, RAW";7248;137;2061;601;0;0;0;218;69
13973;"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,CHOIC,RAW";7216;139;2067;621;0;0;0;218;67
13822;"BEEF,CHK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,CHOIC,CKD";6388;190;2641;936;0;0;0;252;84
23113;"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",ALL GRD,CKD,RSTD";603;236;2463;1529;0;0;0;222;83
23114;"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",CH,CKD,RSTD";5963;241;2447;1587;0;0;0;228;84
23141;"BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED";5474;283;2495;2035;0;0;0;246;86
23122;"BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD";733;128;2113;479;0;0;0;243;67
23123;"BEEF,CHK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW";7283;131;2119;518;0;0;0;25;67
23086;"BEEF,CHK,MOCK TENDER STK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD";5982;190;3331;634;0;0;0;342;115
23119;"BEEF,CHK,MOCK TNDR STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD";5729;220;3207;1018;0;0;0;329;113
23105;BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FAT, ALL GR, CKD;5908;227;2618;1354;21;0;0;326;93
23108;"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FT,0""FT,All Gr, RW";6811;182;1899;1164;36;0;0;238;69
13354;"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, CKD";6106;209;2653;1146;0;0;0;337;98
13499;"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, RAW";7062;157;1971;854;21;0;0;243;68
23103;"BEEF,CHK,UND BL POT RST OR STK,BNL,LN & FAT,0"" FAT, CH, RAW";66;202;1915;1393;0;0;0;213;66
13293;"BEEF,CHK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD, BRSD";7141;140;2113;607;31;0;0;234;66
23104;"BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0"" FAT, SEL, RAW";6776;187;192;1227;0;0;0;227;67
23102;"BEEF,CHK,UND BL POT RST/STK,BNL,LN & FT,0"" FT, All GR, raw";667;196;1917;1326;0;0;0;219;66
13349;"BEEF,CHK,UND BLADE POT RST OR STK,BNLESS,LN,0"" FAT,SEL, RAW";723;134;2103;541;19;0;0;243;66
13359;"BEEF,CHK,UND BLCNTR STK,BNLESS,DEN CUT,LN,0"" FA, CHOICE, RAW";6824;178;1923;1096;67;0;0;24;70
23099;"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0"" FAT,ALL GR,CKD,BR";5251;291;267;2049;0;0;0;268;99
23106;"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CT,LN&FT, 0"" FT,CH,CKD,GLD";5812;236;261;1441;4;0;0;327;89
23110;"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CUT,LN & FT,0""FT, SEL,RW";693;172;192;105;9;0;0;238;68
23107;"BEEF,CHK,UNDBL CNTR STK,BNL,DEN CT,LN&FAT, 0"" FT,SEL,CKD,GLD";6052;215;263;1225;0;0;0;331;98
13356;"BEEF,CHK,UNDBL CNTR STK,BNLESS,DENCUT,LN,0"" FA, ALL GRD, RAW";6919;170;1942;999;49;0;0;242;69
23109;"BEEF,CHK,UNDBLE CNTR STK,BNL,DENR CUT,LN & FAT,0""FAT, CH, RW";6731;189;1885;124;53;0;0;237;70
13383;"BEEF,CHK,UNDER BLADE POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD";5785;231;3045;1114;0;0;0;32;105
23069;"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,CKD";5664;234;3095;1222;0;0;0;297;100
23072;"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW";7058;152;2087;767;0;0;0;231;70
23070;"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,CKD,B";5754;221;321;1024;0;0;0;286;99
23073;"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,RAW";7211;137;211;589;0;0;0;208;71
13786;"BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0"",ALL G,RAW";688;180;1918;1148;0;0;0;208;69
13823;"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,CKD";6616;172;2702;712;0;0;0;242;81
13974;"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,RAW";7296;133;2052;571;0;0;0;221;74
13788;"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,CHOIC,RAW";6826;185;1914;1202;0;0;0;208;67
13791;"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,SEL,RAW";6961;173;1925;1067;0;0;0;212;73
23140;"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GR";5522;277;2498;1964;0;0;0;245;87
23143;"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW";6448;223;1886;1635;0;0;0;21;68
23144;"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW";6398;227;1886;1685;0;0;0;21;68
23142;"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED";5593;267;2503;1857;0;0;0;242;89
23145;"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW";6524;216;1886;156;0;0;0;214;68
23077;"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED";6079;209;2794;1079;0;0;0;287;88
23080;"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW";7025;153;2129;756;0;0;0;228;67
23075;"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED";6035;215;2797;1147;0;0;0;288;86
23078;"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW";6948;160;2131;829;0;0;0;227;66
23076;"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED";6145;199;2788;977;0;0;0;281;91
23079;"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,SEL,RAW";7141;143;2128;647;0;0;0;233;69
23090;BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,CKD,BRSD;6008;191;3241;682;0;0;0;296;99
23093;BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,RAW;7251;128;2175;448;16;0;0;212;64
23092;BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,CKD,BRSD;5949;194;3249;714;0;0;0;306;96
23095;BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,RAW;7232;130;2164;481;12;0;0;209;63
23091;BEEF,CHUCK FOR STEW,LN & FAT,SEL,CKD,BRSD;6097;186;3229;634;0;0;0;284;102
23094;BEEF,CHUCK FOR STEW,LN & FAT,SEL,RAW;7279;124;219;399;21;0;0;22;66
13375;"BEEF,CHUCK,ARM POT RST,LN & FAT,0"" FAT,SEL,CKD,BRSD";5344;283;2923;1756;0;0;0;238;115
13373;"BEEF,CHUCK,ARM POT RST,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD";519;297;2894;1917;0;0;0;242;116
13810;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD";5045;302;3012;1922;0;0;0;253;120
13809;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,RAW";6233;244;1923;1798;0;0;0;167;91
13812;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD";4935;309;302;1993;0;0;0;261;121
13811;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,RAW";6178;249;1914;1857;0;0;0;173;89
13814;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD";5156;295;3005;185;0;0;0;246;119
13813;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,RAW";6288;239;1933;1739;0;0;0;161;93
13377;"BEEF,CHUCK,ARM POT RST,LN,0""FAT,CHOIC,CKD,BRSD";5883;212;3336;767;0;0;0;289;100
13378;"BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD";612;195;3337;58;0;0;0;277;98
23602;"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,CKD,BRSD";5784;214;3466;736;0;0;0;293;104
23603;"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,RAW";7332;132;2211;419;0;0;0;193;65
23614;"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD";5639;224;3472;837;0;0;0;304;106
23612;"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW";7251;139;2196;505;0;0;0;202;65
23633;"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD";5929;205;346;635;0;0;0;289;103
23631;"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW";7412;125;2226;332;0;0;0;186;66
13379;"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD";4792;334;2718;2414;0;0;0;318;104
13816;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD";4767;341;2678;2512;0;0;0;313;104
13815;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,RAW";6123;248;1716;1941;0;0;0;204;71
13818;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD";4632;359;2637;2726;0;0;0;308;103
13817;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,RAW";5993;265;1698;2131;0;0;0;201;72
13820;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD";494;318;2733;2235;0;0;0;32;104
13819;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW";6283;230;1737;1733;0;0;0;207;71
13382;"BEEF,CHUCK,BLADE RST,LN,0""FAT,ALL GRDS,CKD,BRSD";548;253;3106;133;0;0;0;368;106
23552;"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD";6109;207;257;1084;0;0;0;305;69
23528;"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD";6038;216;2461;1226;0;0;0;302;67
23531;"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,SEL,CKD,RSTD";6213;196;273;876;0;0;0;309;73
23515;"BEEF,CHUCK,CLOD RST,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,RSTD";6492;173;2636;675;0;0;0;309;71
23514;"BEEF,CHUCK,CLOD RST,LN,0"" FAT,ALL GRDS,CKD,RSTD";6432;172;2682;634;0;0;0;32;67
13937;"BEEF,CHUCK,CLOD RST,LN,0"" FAT,CHOIC,CKD,RSTD";6439;171;2595;669;0;0;0;32;87
13940;"BEEF,CHUCK,CLOD RST,LN,0"" FAT,SEL,CKD,RSTD";6421;172;2809;582;0;0;0;319;90
23513;"BEEF,CHUCK,CLOD RST,LN,1/4"" FAT,ALL GRDS,RAW";7341;129;1963;502;0;0;0;235;59
23517;"BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,BRSD";6002;189;2934;704;0;0;0;379;94
23059;"BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW";7046;176;1899;1052;0;0;0;236;66
23120;"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK";5678;225;3221;1074;0;0;0;338;112
23121;"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,";5805;211;3186;934;0;0;0;321;115
23124;"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW";7401;122;2105;42;0;0;0;225;68
23089;"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW";7371;123;213;417;0;0;0;244;67
23084;"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD";5917;197;3355;694;0;0;0;353;113
23087;"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW";732;127;2136;46;0;0;0;251;67
23085;"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD";608;181;3296;544;0;0;0;332;117
23088;"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,RAW";7446;117;2122;353;0;0;0;226;68
13961;"BEEF,CHUCK,MOCK TENDER STEAK,LN,0"" FAT,CHOIC,CKD,BRLD";6559;161;2574;569;0;0;0;302;94
13963;"BEEF,CHUCK,MOCK TENDER STEAK,LN,0"" FAT,SEL,CKD,BRLD";6726;157;2613;502;0;0;0;28;99
23547;"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD";6619;160;2587;552;0;0;0;293;63
23521;"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD";6709;159;2608;524;0;0;0;28;60
23509;"BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,ALL GRDS,CKD,BRLD";6627;159;259;542;0;0;0;293;63
23037;"BEEF,CHUCK,SHLDR CLOD,TOP & CNTR ,STK,LN & FAT,0"" FAT,CH,RAW";7249;143;2039;612;0;0;0;214;57
23125;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRS";5201;305;2548;2258;0;0;0;27;100
23128;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW";6384;235;1748;1833;0;0;0;224;75
23126;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD";5069;317;2526;2405;0;0;0;267;98
23129;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW";6323;240;1722;1903;0;0;0;23;73
23127;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD";5399;287;2581;2038;0;0;0;276;104
23130;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,RAW";6476;227;1787;1728;0;0;0;215;78
13982;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,ALL GRDS,CKD,BRSD";5705;240;2882;138;0;0;0;32;105
23068;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,ALL GRDS,RAW";6933;169;1968;1002;5;0;0;245;76
23066;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW";6873;175;1938;107;29;0;0;253;73
13981;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,SEL,CKD,BRSD";5871;224;2879;1208;0;0;0;321;108
23067;"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,SEL,RAW";7024;161;2014;899;0;0;0;234;80
23549;"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD";6157;216;2573;1173;0;0;0;276;61
23523;"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,CHOIC,CKD,BRLD";6069;227;2577;1293;0;0;0;277;58
23525;"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,SEL,CKD,BRLD";6286;200;2567;999;0;0;0;274;67
23511;"BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRLD";6272;203;2613;1016;0;0;0;281;60
13965;"BEEF,CHUCK,TOP BLADE,LN,0"" FAT,CHOIC,CKD,BRLD";6163;217;2611;1165;0;0;0;281;93
13967;"BEEF,CHUCK,TOP BLADE,LN,0"" FAT,SEL,CKD,BRLD";6432;184;2616;8;0;0;0;28;94
13285;"BEEF,CHUCK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD";5822;216;3054;1046;0;0;0;319;104
23098;"BEEF,CHUCK,UND BL STEAK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD";5811;219;3135;1041;0;0;0;321;107
13352;"BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA";5883;228;2649;1342;28;0;0;332;89
13351;"BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA";5972;220;265;1264;14;0;0;331;93
13384;"BEEF,CHUCK,UNDER BLADE POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD";5879;216;3068;944;0;0;0;318;102
23116;"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS";538;275;2823;18;0;0;0;28;96
23117;"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK";5271;284;276;193;0;0;0;282;98
23118;"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,";5543;261;2918;1605;0;0;0;276;94
23096;"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD";5756;222;3091;1091;0;0;0;325;106
23097;"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD";5892;215;3201;966;0;0;0;315;108
23482;"BEEF,COMP OF RTL CUTS,LN & FAT,0"" FAT,ALL GRDS,RAW";6903;169;2095;93;5;0;0;204;65
23494;"BEEF,COMP OF RTL CUTS,LN & FAT,0"" FAT,CHOIC,RAW";68;176;2134;1008;6;0;0;207;66
23497;"BEEF,COMP OF RTL CUTS,LN & FAT,0"" FAT,SEL,RAW";7016;157;212;8;4;0;0;206;64
13361;"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,ALL GRDS,CKD";5861;230;284;1242;0;0;0;282;89
13362;"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,CHOIC,CKD";587;233;2817;1253;0;0;0;279;86
13363;"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,SEL,CKD";6179;203;2861;918;0;0;0;269;85
13796;"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,CKD";5697;259;2611;1659;0;0;0;22;87
13795;"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,RAW";6481;214;2001;1442;0;0;0;169;72
13798;"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD";5596;268;2585;1768;0;0;0;224;89
13797;"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW";6398;222;1979;1542;0;0;0;173;72
13800;"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,CKD";5868;245;2606;1509;0;0;0;211;85
13799;"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,RAW";6188;192;1906;124;0;0;0;152;68
13364;"BEEF,COMP OF RTL CUTS,LN,0"" FAT,ALL GRDS,CKD";6102;203;299;837;0;0;0;298;90
23485;"BEEF,COMP OF RTL CUTS,LN,0"" FAT,ALL GRDS,RAW";7158;139;2215;554;8;0;0;208;63
23495;"BEEF,COMP OF RTL CUTS,LN,0"" FAT,CHOIC,RAW";7024;151;2155;724;0;0;0;216;66
23496;"BEEF,COMP OF RTL CUTS,LN,0"" FAT,SEL,RAW";723;133;2203;499;5;0;0;214;64
13365;"BEEF,COMP OF RTL CUTS,LN,0""FAT,CHOIC,CKD";6093;206;2951;887;0;0;0;298;89
13366;"BEEF,COMP OF RTL CUTS,LN,0""FAT,SEL,CKD";6248;188;2988;712;0;0;0;288;89
23484;"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,ALL GRDS,CKD";6248;194;2895;815;0;0;0;24;80
23483;"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,ALL GRDS,RAW";7178;140;2215;538;0;0;0;184;62
23490;"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,CHOIC,RAW";7122;147;2201;605;0;0;0;191;62
23498;"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,SEL,CKD";60;167;2751;637;0;0;0;217;74
23499;"BEEF,COMP OF RTL CUTS,LN,1/8"" FAT,SEL,RAW";7247;130;2237;455;0;0;0;181;62
13345;BEEF,CURED,BRKFST STRIPS,CKD;262;449;313;344;14;0;0;314;119
